i,is_trade,timestamp,symbol,side,model,R,risk_usd,pnl,equity
178,1,2026-01-14T00:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,-1.0,28.505594583578397,-28.505594583578397,11373.732238847779
179,1,2026-01-14T00:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,28.434330597119448,-28.434330597119448,11345.297908250659
180,1,2026-01-14T00:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,-1.0,28.363244770626647,-28.363244770626647,11316.934663480033
181,1,2026-01-14T01:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,28.292336658700084,-28.292336658700084,11288.642326821333
182,1,2026-01-14T01:00:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,-1.0,28.221605817053334,-28.221605817053334,11260.42072100428
183,1,2026-01-14T01:30:00+00:00,ETHUSDT,SHORT,TDP_REENTRY,-1.0,28.1510518025107,-28.1510518025107,11232.269669201769
184,1,2026-01-14T15:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,28.08067417300442,-28.08067417300442,11204.188995028764
185,1,2026-01-14T15:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,28.01047248757191,-28.01047248757191,11176.178522541191
186,1,2026-01-14T16:00:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,27.940446306352978,-27.940446306352978,11148.238076234838
187,1,2026-01-14T16:30:00+00:00,BTCUSDT,SHORT,TDP_REENTRY,-1.0,27.870595190587096,-27.870595190587096,11120.367481044252
